ONCENTER,,OFFCENTER
"82,1,6",,"82,-1,0"
,,
"82,0,0",,"82,0,0"
,,
"82,0,0",,"82,0,0"
,,
"82,0,0",,"82,0,0"
,,
"82,0,0",,"82,0,0"
,,
"82,0,0",,"82,0,0"
,,
"82,0,0",,"82,0,0"
,,
"82,0,0",,"82,0,0"
,,
"83,1,6",,"83,-1,0"
,,
"83,0,0",,"83,0,0"
,,
"83,0,0",,"83,0,0"
,,
"83,0,0",,"83,0,0"
,,
"83,0,0",,"83,0,0"
,,
"83,0,0",,"83,0,0"
,,
"83,0,0",,"83,0,0"
,,
"83,0,0",,"83,0,0"
,,
"83,0,0",,"83,0,0"
,,
"84,1,6",,"84,-1,0"
,,
"84,0,0",,"84,0,0"
,,
"84,0,0",,"84,0,0"
,,
"84,0,0",,"84,0,0"
,,
"84,0,0",,"84,0,0"
,,
"84,0,0",,"84,0,0"
,,
"84,0,0",,"84,0,0"
,,
"84,0,0",,"84,0,0"
,,
"84,0,0",,"84,0,0"
,,
"85,2,5",,"85,-2,0"
,,
"85,1,6",,"85,-1,0"
,,
"85,0,0",,"85,0,0"
,,
"85,0,0",,"85,0,0"
,,
"85,0,0",,"85,0,0"
,,
"85,0,0",,"85,0,0"
,,
"85,0,0",,"85,0,0"
,,
"85,0,0",,"85,0,0"
,,
"85,0,0",,"85,0,0"
,,
"86,0,0",,"86,0,0"
,,
"86,0,0",,"86,0,0"
,,
"86,0,0",,"86,0,0"
,,
"86,0,0",,"86,0,0"
,,
"86,0,0",,"86,0,0"
,,
"86,0,0",,"86,0,0"
,,
"86,0,0",,"86,0,0"
,,
"86,0,0",,"86,0,0"
,,
"86,0,0",,"86,0,0"
,,
"87,0,0",,"87,0,0"
,,
"87,0,0",,"87,0,0"
,,
"87,0,0",,"87,0,0"
,,
"87,0,0",,"87,0,0"
,,
"87,0,0",,"87,0,0"
,,
"87,0,0",,"87,0,0"
,,
"87,0,0",,"87,0,0"
,,
"87,0,0",,"87,0,0"
,,
"87,0,0",,"87,0,0"
,,
"88,2,5",,"88,-2,0"
,,
"88,0,0",,"88,0,0"
,,
"88,0,0",,"88,0,0"
,,
"88,0,0",,"88,0,0"
,,
"88,0,0",,"88,0,0"
,,
"88,0,0",,"88,0,0"
,,
"88,0,0",,"88,0,0"
,,
"88,0,0",,"88,0,0"
,,
"88,0,0",,"88,0,0"
,,
"89,1,6",,"89,-1,0"
,,
"89,0,0",,"89,0,0"
,,
"89,0,0",,"89,0,0"
,,
"89,0,0",,"89,0,0"
,,
"89,0,0",,"89,0,0"
,,
"89,0,0",,"89,0,0"
,,
"89,0,0",,"89,0,0"
,,
"89,0,0",,"89,0,0"
,,
"89,0,0",,"89,0,0"
,,
"90,1,6",,"90,-1,0"
,,
"90,1,6",,"90,-1,0"
,,
"90,0,0",,"90,0,0"
,,
"90,0,0",,"90,0,0"
,,
"90,0,0",,"90,0,0"
,,
"90,0,0",,"90,0,0"
,,
"90,0,0",,"90,0,0"
,,
"90,0,0",,"90,0,0"
,,
"90,0,0",,"90,0,0"
,,
"91,0,0",,"91,0,0"
,,
"91,0,0",,"91,0,0"
,,
"91,0,0",,"91,0,0"
,,
"91,0,0",,"91,0,0"
,,
"91,0,0",,"91,0,0"
,,
"91,0,0",,"91,0,0"
,,
"91,0,0",,"91,0,0"
,,
"91,0,0",,"91,0,0"
,,
"91,0,0",,"91,0,0"
,,
"92,0,0",,"92,0,0"
,,
"92,0,0",,"92,0,0"
,,
"92,0,0",,"92,0,0"
,,
"92,0,0",,"92,0,0"
,,
"92,0,0",,"92,0,0"
,,
"92,0,0",,"92,0,0"
,,
"92,0,0",,"92,0,0"
,,
"92,0,0",,"92,0,0"
,,
"92,0,0",,"92,0,0"
,,
"93,1,6",,"93,-1,0"
,,
"93,1,6",,"93,-1,0"
,,
"93,0,0",,"93,0,0"
,,
"93,0,0",,"93,0,0"
,,
"93,0,0",,"93,0,0"
,,
"93,0,0",,"93,0,0"
,,
"93,0,0",,"93,0,0"
,,
"93,0,0",,"93,0,0"
,,
"93,0,0",,"93,0,0"
,,
"94,1,6",,"94,-1,0"
,,
"94,0,0",,"94,0,0"
,,
"94,0,0",,"94,0,0"
,,
"94,0,0",,"94,0,0"
,,
"94,0,0",,"94,0,0"
,,
"94,0,0",,"94,0,0"
,,
"94,0,0",,"94,0,0"
,,
"94,0,0",,"94,0,0"
,,
"94,0,0",,"94,0,0"
,,
"95,1,6",,"95,-1,0"
,,
"95,1,6",,"95,-1,0"
,,
"95,0,0",,"95,0,0"
,,
"95,0,0",,"95,0,0"
,,
"95,0,0",,"95,0,0"
,,
"95,0,0",,"95,0,0"
,,
"95,0,0",,"95,0,0"
,,
"95,0,0",,"95,0,0"
,,
"95,0,0",,"95,0,0"
,,
"96,0,0",,"96,0,0"
,,
"96,0,0",,"96,0,0"
,,
"96,0,0",,"96,0,0"
,,
"96,0,0",,"96,0,0"
,,
"96,0,0",,"96,0,0"
,,
"96,0,0",,"96,0,0"
,,
"96,0,0",,"96,0,0"
,,
"96,0,0",,"96,0,0"
,,
"96,0,0",,"96,0,0"
,,
"97,1,6",,"97,-1,0"
,,
"97,0,0",,"97,0,0"
,,
"97,0,0",,"97,0,0"
,,
"97,0,0",,"97,0,0"
,,
"97,0,0",,"97,0,0"
,,
"97,0,0",,"97,0,0"
,,
"97,0,0",,"97,0,0"
,,
"97,0,0",,"97,0,0"
,,
"97,0,0",,"97,0,0"
,,
"98,0,0",,"98,0,0"
,,
"98,0,0",,"98,0,0"
,,
"98,0,0",,"98,0,0"
,,
"98,0,0",,"98,0,0"
,,
"98,0,0",,"98,0,0"
,,
"98,0,0",,"98,0,0"
,,
"98,0,0",,"98,0,0"
,,
"98,0,0",,"98,0,0"
,,
"98,0,0",,"98,0,0"
,,
"99,-2,0",,"99,2,5"
,,
"99,1,6",,"99,-1,0"
,,
"99,1,6",,"99,-1,0"
,,
"99,0,0",,"99,0,0"
,,
"99,0,0",,"99,0,0"
,,
"99,0,0",,"99,0,0"
,,
"99,0,0",,"99,0,0"
,,
"99,0,0",,"99,0,0"
,,
"99,0,0",,"99,0,0"
,,
"100,0,0",,"100,0,0"
,,
"100,0,0",,"100,0,0"
,,
"100,0,0",,"100,0,0"
,,
"100,0,0",,"100,0,0"
,,
"100,0,0",,"100,0,0"
,,
"100,0,0",,"100,0,0"
,,
"100,0,0",,"100,0,0"
,,
"100,0,0",,"100,0,0"
,,
"100,0,0",,"100,0,0"
,,
"101,0,0",,"101,0,0"
,,
"101,0,0",,"101,0,0"
,,
"101,0,0",,"101,0,0"
,,
"101,0,0",,"101,0,0"
,,
"101,0,0",,"101,0,0"
,,
"101,0,0",,"101,0,0"
,,
"101,0,0",,"101,0,0"
,,
"101,0,0",,"101,0,0"
,,
"101,0,0",,"101,0,0"
,,
"102,0,0",,"102,0,0"
,,
"102,0,0",,"102,0,0"
,,
"102,0,0",,"102,0,0"
,,
"102,0,0",,"102,0,0"
,,
"102,0,0",,"102,0,0"
,,
"102,0,0",,"102,0,0"
,,
"102,0,0",,"102,0,0"
,,
"102,0,0",,"102,0,0"
,,
"102,0,0",,"102,0,0"
,,
"103,0,0",,"103,0,0"
,,
"103,0,0",,"103,0,0"
,,
"103,0,0",,"103,0,0"
,,
"103,0,0",,"103,0,0"
,,
"103,0,0",,"103,0,0"
,,
"103,0,0",,"103,0,0"
,,
"103,0,0",,"103,0,0"
,,
"103,0,0",,"103,0,0"
,,
"103,0,0",,"103,0,0"
,,
"104,0,0",,"104,0,0"
,,
"104,0,0",,"104,0,0"
,,
"104,0,0",,"104,0,0"
,,
"104,0,0",,"104,0,0"
,,
"104,0,0",,"104,0,0"
,,
"104,0,0",,"104,0,0"
,,
"104,0,0",,"104,0,0"
,,
"104,0,0",,"104,0,0"
,,
"104,0,0",,"104,0,0"
,,
"105,0,0",,"105,0,0"
,,
"105,0,0",,"105,0,0"
,,
"105,0,0",,"105,0,0"
,,
"105,0,0",,"105,0,0"
,,
"105,0,0",,"105,0,0"
,,
"105,0,0",,"105,0,0"
,,
"105,0,0",,"105,0,0"
,,
"105,0,0",,"105,0,0"
,,
"105,0,0",,"105,0,0"
,,
"106,0,0",,"106,0,0"
,,
"106,0,0",,"106,0,0"
,,
"106,0,0",,"106,0,0"
,,
"106,0,0",,"106,0,0"
,,
"106,0,0",,"106,0,0"
,,
"106,0,0",,"106,0,0"
,,
"106,0,0",,"106,0,0"
,,
"106,0,0",,"106,0,0"
,,
"106,0,0",,"106,0,0"
,,
"107,0,0",,"107,0,0"
,,
"107,0,0",,"107,0,0"
,,
"107,0,0",,"107,0,0"
,,
"107,0,0",,"107,0,0"
,,
"107,0,0",,"107,0,0"
,,
"107,0,0",,"107,0,0"
,,
"107,0,0",,"107,0,0"
,,
"107,0,0",,"107,0,0"
,,
"107,0,0",,"107,0,0"
,,
"108,0,0",,"108,0,0"
,,
"108,0,0",,"108,0,0"
,,
"108,0,0",,"108,0,0"
,,
"108,0,0",,"108,0,0"
,,
"108,0,0",,"108,0,0"
,,
"108,0,0",,"108,0,0"
,,
"108,0,0",,"108,0,0"
,,
"108,0,0",,"108,0,0"
,,
"108,0,0",,"108,0,0"
,,
"109,0,0",,"109,0,0"
,,
"109,0,0",,"109,0,0"
,,
"109,0,0",,"109,0,0"
,,
"109,0,0",,"109,0,0"
,,
"109,0,0",,"109,0,0"
,,
"109,0,0",,"109,0,0"
,,
"109,0,0",,"109,0,0"
,,
"109,0,0",,"109,0,0"
,,
"109,0,0",,"109,0,0"
,,
"110,0,0",,"110,0,0"
,,
"110,0,0",,"110,0,0"
,,
"110,0,0",,"110,0,0"
,,
"110,0,0",,"110,0,0"
,,
"110,0,0",,"110,0,0"
,,
"110,0,0",,"110,0,0"
,,
"110,0,0",,"110,0,0"
,,
"110,0,0",,"110,0,0"
,,
"110,0,0",,"110,0,0"
,,
"111,1,6",,"111,-1,0"
,,
"111,0,0",,"111,0,0"
,,
"111,0,0",,"111,0,0"
,,
"111,0,0",,"111,0,0"
,,
"111,0,0",,"111,0,0"
,,
"111,0,0",,"111,0,0"
,,
"111,0,0",,"111,0,0"
,,
"111,0,0",,"111,0,0"
,,
"111,0,0",,"111,0,0"
,,
"112,0,0",,"112,0,0"
,,
"112,0,0",,"112,0,0"
,,
"112,0,0",,"112,0,0"
,,
"112,0,0",,"112,0,0"
,,
"112,0,0",,"112,0,0"
,,
"112,0,0",,"112,0,0"
,,
"112,0,0",,"112,0,0"
,,
"112,0,0",,"112,0,0"
,,
"112,0,0",,"112,0,0"
,,
"113,-3,0",,"113,3,4"
,,
"113,-2,0",,"113,2,5"
,,
"113,2,5",,"113,-2,0"
,,
"113,0,0",,"113,0,0"
,,
"113,0,0",,"113,0,0"
,,
"113,0,0",,"113,0,0"
,,
"113,0,0",,"113,0,0"
,,
"113,0,0",,"113,0,0"
,,
"113,0,0",,"113,0,0"
,,
"114,0,0",,"114,0,0"
,,
"114,0,0",,"114,0,0"
,,
"114,0,0",,"114,0,0"
,,
"114,0,0",,"114,0,0"
,,
"114,0,0",,"114,0,0"
,,
"114,0,0",,"114,0,0"
,,
"114,0,0",,"114,0,0"
,,
"114,0,0",,"114,0,0"
,,
"114,0,0",,"114,0,0"
,,
"115,0,0",,"115,0,0"
,,
"115,0,0",,"115,0,0"
,,
"115,0,0",,"115,0,0"
,,
"115,0,0",,"115,0,0"
,,
"115,0,0",,"115,0,0"
,,
"115,0,0",,"115,0,0"
,,
"115,0,0",,"115,0,0"
,,
"115,0,0",,"115,0,0"
,,
"115,0,0",,"115,0,0"
,,
"116,1,6",,"116,-1,0"
,,
"116,0,0",,"116,0,0"
,,
"116,0,0",,"116,0,0"
,,
"116,0,0",,"116,0,0"
,,
"116,0,0",,"116,0,0"
,,
"116,0,0",,"116,0,0"
,,
"116,0,0",,"116,0,0"
,,
"116,0,0",,"116,0,0"
,,
"116,0,0",,"116,0,0"
,,
"117,0,0",,"117,0,0"
,,
"117,2,5",,"117,-2,0"
,,
"117,0,0",,"117,0,0"
,,
"117,0,0",,"117,0,0"
,,
"117,0,0",,"117,0,0"
,,
"117,0,0",,"117,0,0"
,,
"117,0,0",,"117,0,0"
,,
"117,0,0",,"117,0,0"
,,
"117,0,0",,"117,0,0"
,,
"118,0,0",,"118,0,0"
,,
"118,0,0",,"118,0,0"
,,
"118,0,0",,"118,0,0"
,,
"118,0,0",,"118,0,0"
,,
"118,0,0",,"118,0,0"
,,
"118,0,0",,"118,0,0"
,,
"118,0,0",,"118,0,0"
,,
"118,0,0",,"118,0,0"
,,
"118,0,0",,"118,0,0"
,,
"119,3,4",,"119,-3,0"
,,
"119,1,6",,"119,-1,0"
,,
"119,0,0",,"119,0,0"
,,
"119,0,0",,"119,0,0"
,,
"119,0,0",,"119,0,0"
,,
"119,0,0",,"119,0,0"
,,
"119,0,0",,"119,0,0"
,,
"119,0,0",,"119,0,0"
,,
"119,0,0",,"119,0,0"
,,
"120,1,6",,"120,-1,0"
,,
"120,0,0",,"120,0,0"
,,
"120,0,0",,"120,0,0"
,,
"120,0,0",,"120,0,0"
,,
"120,0,0",,"120,0,0"
,,
"120,0,0",,"120,0,0"
,,
"120,0,0",,"120,0,0"
,,
"120,0,0",,"120,0,0"
,,
"120,0,0",,"120,0,0"
,,
"121,1,6",,"121,-1,0"
,,
"121,1,6",,"121,-1,0"
,,
"121,0,0",,"121,0,0"
,,
"121,0,0",,"121,0,0"
,,
"121,0,0",,"121,0,0"
,,
"121,0,0",,"121,0,0"
,,
"121,0,0",,"121,0,0"
,,
"121,0,0",,"121,0,0"
,,
"121,0,0",,"121,0,0"
,,
"122,1,6",,"122,-1,0"
,,
"122,0,0",,"122,0,0"
,,
"122,0,0",,"122,0,0"
,,
"122,0,0",,"122,0,0"
,,
"122,0,0",,"122,0,0"
,,
"122,0,0",,"122,0,0"
,,
"122,0,0",,"122,0,0"
,,
"122,0,0",,"122,0,0"
,,
"122,0,0",,"122,0,0"
,,
"123,-2,0",,"123,2,5"
,,
"123,3,4",,"123,-3,0"
,,
"123,1,6",,"123,-1,0"
,,
"123,0,0",,"123,0,0"
,,
"123,0,0",,"123,0,0"
,,
"123,0,0",,"123,0,0"
,,
"123,0,0",,"123,0,0"
,,
"123,0,0",,"123,0,0"
,,
"123,0,0",,"123,0,0"
,,
"124,0,0",,"124,0,0"
,,
"124,2,5",,"124,-2,0"
,,
"124,0,0",,"124,0,0"
,,
"124,0,0",,"124,0,0"
,,
"124,0,0",,"124,0,0"
,,
"124,0,0",,"124,0,0"
,,
"124,0,0",,"124,0,0"
,,
"124,0,0",,"124,0,0"
,,
"124,0,0",,"124,0,0"
,,
"125,0,0",,"125,0,0"
,,
"125,0,0",,"125,0,0"
,,
"125,0,0",,"125,0,0"
,,
"125,0,0",,"125,0,0"
,,
"125,0,0",,"125,0,0"
,,
"125,0,0",,"125,0,0"
,,
"125,0,0",,"125,0,0"
,,
"125,0,0",,"125,0,0"
,,
"125,0,0",,"125,0,0"
,,
"126,-2,0",,"126,2,5"
,,
"126,2,5",,"126,-2,0"
,,
"126,0,0",,"126,0,0"
,,
"126,0,0",,"126,0,0"
,,
"126,0,0",,"126,0,0"
,,
"126,0,0",,"126,0,0"
,,
"126,0,0",,"126,0,0"
,,
"126,0,0",,"126,0,0"
,,
"126,0,0",,"126,0,0"
,,
"127,0,0",,"127,0,0"
,,
"127,0,0",,"127,0,0"
,,
"127,0,0",,"127,0,0"
,,
"127,0,0",,"127,0,0"
,,
"127,0,0",,"127,0,0"
,,
"127,0,0",,"127,0,0"
,,
"127,0,0",,"127,0,0"
,,
"127,0,0",,"127,0,0"
,,
"127,0,0",,"127,0,0"
,,
"128,0,0",,"128,0,0"
,,
"128,2,5",,"128,-2,0"
,,
"128,1,6",,"128,-1,0"
,,
"128,0,0",,"128,0,0"
,,
"128,0,0",,"128,0,0"
,,
"128,0,0",,"128,0,0"
,,
"128,0,0",,"128,0,0"
,,
"128,0,0",,"128,0,0"
,,
"128,0,0",,"128,0,0"
,,
"129,0,0",,"129,0,0"
,,
"129,0,0",,"129,0,0"
,,
"129,0,0",,"129,0,0"
,,
"129,0,0",,"129,0,0"
,,
"129,0,0",,"129,0,0"
,,
"129,0,0",,"129,0,0"
,,
"129,0,0",,"129,0,0"
,,
"129,0,0",,"129,0,0"
,,
"129,0,0",,"129,0,0"
,,
"130,-2,0",,"130,2,5"
,,
"130,-1,0",,"130,1,6"
,,
"130,3,4",,"130,-3,0"
,,
"130,0,0",,"130,0,0"
,,
"130,0,0",,"130,0,0"
,,
"130,0,0",,"130,0,0"
,,
"130,0,0",,"130,0,0"
,,
"130,0,0",,"130,0,0"
,,
"130,0,0",,"130,0,0"
,,
"131,0,0",,"131,0,0"
,,
"131,0,0",,"131,0,0"
,,
"131,0,0",,"131,0,0"
,,
"131,0,0",,"131,0,0"
,,
"131,0,0",,"131,0,0"
,,
"131,0,0",,"131,0,0"
,,
"131,0,0",,"131,0,0"
,,
"131,0,0",,"131,0,0"
,,
"131,0,0",,"131,0,0"
,,
"132,-1,0",,"132,1,6"
,,
"132,-1,0",,"132,1,6"
,,
"132,-3,0",,"132,3,4"
,,
"132,0,0",,"132,0,0"
,,
"132,0,0",,"132,0,0"
,,
"132,0,0",,"132,0,0"
,,
"132,0,0",,"132,0,0"
,,
"132,0,0",,"132,0,0"
,,
"132,0,0",,"132,0,0"
,,
"133,0,0",,"133,0,0"
,,
"133,0,0",,"133,0,0"
,,
"133,0,0",,"133,0,0"
,,
"133,0,0",,"133,0,0"
,,
"133,0,0",,"133,0,0"
,,
"133,0,0",,"133,0,0"
,,
"133,0,0",,"133,0,0"
,,
"133,0,0",,"133,0,0"
,,
"133,0,0",,"133,0,0"
,,
"134,1,6",,"134,-1,0"
,,
"134,0,0",,"134,0,0"
,,
"134,0,0",,"134,0,0"
,,
"134,0,0",,"134,0,0"
,,
"134,0,0",,"134,0,0"
,,
"134,0,0",,"134,0,0"
,,
"134,0,0",,"134,0,0"
,,
"134,0,0",,"134,0,0"
,,
"134,0,0",,"134,0,0"
,,
"135,2,5",,"135,-2,0"
,,
"135,1,6",,"135,-1,0"
,,
"135,0,0",,"135,0,0"
,,
"135,0,0",,"135,0,0"
,,
"135,0,0",,"135,0,0"
,,
"135,0,0",,"135,0,0"
,,
"135,0,0",,"135,0,0"
,,
"135,0,0",,"135,0,0"
,,
"135,0,0",,"135,0,0"
,,
"136,1,6",,"136,-1,0"
,,
"136,0,0",,"136,0,0"
,,
"136,0,0",,"136,0,0"
,,
"136,0,0",,"136,0,0"
,,
"136,0,0",,"136,0,0"
,,
"136,0,0",,"136,0,0"
,,
"136,0,0",,"136,0,0"
,,
"136,0,0",,"136,0,0"
,,
"136,0,0",,"136,0,0"
,,
"137,2,5",,"137,-2,0"
,,
"137,0,0",,"137,0,0"
,,
"137,0,0",,"137,0,0"
,,
"137,0,0",,"137,0,0"
,,
"137,0,0",,"137,0,0"
,,
"137,0,0",,"137,0,0"
,,
"137,0,0",,"137,0,0"
,,
"137,0,0",,"137,0,0"
,,
"137,0,0",,"137,0,0"
,,
"138,0,0",,"138,0,0"
,,
"138,0,0",,"138,0,0"
,,
"138,0,0",,"138,0,0"
,,
"138,0,0",,"138,0,0"
,,
"138,0,0",,"138,0,0"
,,
"138,0,0",,"138,0,0"
,,
"138,0,0",,"138,0,0"
,,
"138,0,0",,"138,0,0"
,,
"138,0,0",,"138,0,0"
,,
"139,0,0",,"139,0,0"
,,
"139,0,0",,"139,0,0"
,,
"139,0,0",,"139,0,0"
,,
"139,0,0",,"139,0,0"
,,
"139,0,0",,"139,0,0"
,,
"139,0,0",,"139,0,0"
,,
"139,0,0",,"139,0,0"
,,
"139,0,0",,"139,0,0"
,,
"139,0,0",,"139,0,0"
,,
"140,-1,0",,"140,1,6"
,,
"140,2,5",,"140,-2,0"
,,
"140,1,6",,"140,-1,0"
,,
"140,0,0",,"140,0,0"
,,
"140,0,0",,"140,0,0"
,,
"140,0,0",,"140,0,0"
,,
"140,0,0",,"140,0,0"
,,
"140,0,0",,"140,0,0"
,,
"140,0,0",,"140,0,0"
,,
"141,0,0",,"141,0,0"
,,
"141,0,0",,"141,0,0"
,,
"141,1,6",,"141,-1,0"
,,
"141,0,0",,"141,0,0"
,,
"141,0,0",,"141,0,0"
,,
"141,0,0",,"141,0,0"
,,
"141,0,0",,"141,0,0"
,,
"141,0,0",,"141,0,0"
,,
"141,0,0",,"141,0,0"
,,
"142,0,0",,"142,0,0"
,,
"142,0,0",,"142,0,0"
,,
"142,0,0",,"142,0,0"
,,
"142,0,0",,"142,0,0"
,,
"142,0,0",,"142,0,0"
,,
"142,0,0",,"142,0,0"
,,
"142,0,0",,"142,0,0"
,,
"142,0,0",,"142,0,0"
,,
"142,0,0",,"142,0,0"
,,
"143,-1,0",,"143,1,6"
,,
"143,-1,0",,"143,1,6"
,,
"143,4,0",,"143,-4,0"
,,
"143,0,0",,"143,0,0"
,,
"143,0,0",,"143,0,0"
,,
"143,0,0",,"143,0,0"
,,
"143,0,0",,"143,0,0"
,,
"143,0,0",,"143,0,0"
,,
"143,0,0",,"143,0,0"
,,
"144,1,6",,"144,-1,0"
,,
"144,0,0",,"144,0,0"
,,
"144,0,0",,"144,0,0"
,,
"144,0,0",,"144,0,0"
,,
"144,0,0",,"144,0,0"
,,
"144,0,0",,"144,0,0"
,,
"144,0,0",,"144,0,0"
,,
"144,0,0",,"144,0,0"
,,
"144,0,0",,"144,0,0"
,,
"145,0,0",,"145,0,0"
,,
"145,0,0",,"145,0,0"
,,
"145,0,0",,"145,0,0"
,,
"145,0,0",,"145,0,0"
,,
"145,0,0",,"145,0,0"
,,
"145,0,0",,"145,0,0"
,,
"145,0,0",,"145,0,0"
,,
"145,0,0",,"145,0,0"
,,
"145,0,0",,"145,0,0"
,,
"146,0,0",,"146,0,0"
,,
"146,0,0",,"146,0,0"
,,
"146,0,0",,"146,0,0"
,,
"146,0,0",,"146,0,0"
,,
"146,0,0",,"146,0,0"
,,
"146,0,0",,"146,0,0"
,,
"146,0,0",,"146,0,0"
,,
"146,0,0",,"146,0,0"
,,
"146,0,0",,"146,0,0"
,,
"147,1,6",,"147,-1,0"
,,
"147,0,0",,"147,0,0"
,,
"147,0,0",,"147,0,0"
,,
"147,0,0",,"147,0,0"
,,
"147,0,0",,"147,0,0"
,,
"147,0,0",,"147,0,0"
,,
"147,0,0",,"147,0,0"
,,
"147,0,0",,"147,0,0"
,,
"147,0,0",,"147,0,0"
,,
"148,2,5",,"148,-2,0"
,,
"148,0,0",,"148,0,0"
,,
"148,0,0",,"148,0,0"
,,
"148,0,0",,"148,0,0"
,,
"148,0,0",,"148,0,0"
,,
"148,0,0",,"148,0,0"
,,
"148,0,0",,"148,0,0"
,,
"148,0,0",,"148,0,0"
,,
"148,0,0",,"148,0,0"
,,
"149,0,0",,"149,0,0"
,,
"149,0,0",,"149,0,0"
,,
"149,0,0",,"149,0,0"
,,
"149,0,0",,"149,0,0"
,,
"149,0,0",,"149,0,0"
,,
"149,0,0",,"149,0,0"
,,
"149,0,0",,"149,0,0"
,,
"149,0,0",,"149,0,0"
,,
"149,0,0",,"149,0,0"
,,
"150,0,0",,"150,0,0"
,,
"150,0,0",,"150,0,0"
,,
"150,0,0",,"150,0,0"
,,
"150,0,0",,"150,0,0"
,,
"150,0,0",,"150,0,0"
,,
"150,0,0",,"150,0,0"
,,
"150,0,0",,"150,0,0"
,,
"150,0,0",,"150,0,0"
,,
"150,0,0",,"150,0,0"
,,
"151,-3,0",,"151,3,4"
,,
"151,1,6",,"151,-1,0"
,,
"151,1,6",,"151,-1,0"
,,
"151,0,0",,"151,0,0"
,,
"151,0,0",,"151,0,0"
,,
"151,0,0",,"151,0,0"
,,
"151,0,0",,"151,0,0"
,,
"151,0,0",,"151,0,0"
,,
"151,0,0",,"151,0,0"
,,
"152,0,0",,"152,0,0"
,,
"152,0,0",,"152,0,0"
,,
"152,0,0",,"152,0,0"
,,
"152,0,0",,"152,0,0"
,,
"152,0,0",,"152,0,0"
,,
"152,0,0",,"152,0,0"
,,
"152,0,0",,"152,0,0"
,,
"152,0,0",,"152,0,0"
,,
"152,0,0",,"152,0,0"
,,
"153,0,0",,"153,0,0"
,,
"153,0,0",,"153,0,0"
,,
"153,0,0",,"153,0,0"
,,
"153,0,0",,"153,0,0"
,,
"153,0,0",,"153,0,0"
,,
"153,0,0",,"153,0,0"
,,
"153,0,0",,"153,0,0"
,,
"153,0,0",,"153,0,0"
,,
"153,0,0",,"153,0,0"
,,
"154,0,0",,"154,0,0"
,,
"154,0,0",,"154,0,0"
,,
"154,0,0",,"154,0,0"
,,
"154,0,0",,"154,0,0"
,,
"154,0,0",,"154,0,0"
,,
"154,0,0",,"154,0,0"
,,
"154,0,0",,"154,0,0"
,,
"154,0,0",,"154,0,0"
,,
"154,0,0",,"154,0,0"
,,
"155,0,0",,"155,0,0"
,,
"155,0,0",,"155,0,0"
,,
"155,0,0",,"155,0,0"
,,
"155,0,0",,"155,0,0"
,,
"155,0,0",,"155,0,0"
,,
"155,0,0",,"155,0,0"
,,
"155,0,0",,"155,0,0"
,,
"155,0,0",,"155,0,0"
,,
"155,0,0",,"155,0,0"
,,
"156,0,0",,"156,0,0"
,,
"156,0,0",,"156,0,0"
,,
"156,0,0",,"156,0,0"
,,
"156,0,0",,"156,0,0"
,,
"156,0,0",,"156,0,0"
,,
"156,0,0",,"156,0,0"
,,
"156,0,0",,"156,0,0"
,,
"156,0,0",,"156,0,0"
,,
"156,0,0",,"156,0,0"
,,
"157,0,0",,"157,0,0"
,,
"157,0,0",,"157,0,0"
,,
"157,0,0",,"157,0,0"
,,
"157,0,0",,"157,0,0"
,,
"157,0,0",,"157,0,0"
,,
"157,0,0",,"157,0,0"
,,
"157,0,0",,"157,0,0"
,,
"157,0,0",,"157,0,0"
,,
"157,0,0",,"157,0,0"
,,
"158,0,0",,"158,0,0"
,,
"158,0,0",,"158,0,0"
,,
"158,0,0",,"158,0,0"
,,
"158,0,0",,"158,0,0"
,,
"158,0,0",,"158,0,0"
,,
"158,0,0",,"158,0,0"
,,
"158,0,0",,"158,0,0"
,,
"158,0,0",,"158,0,0"
,,
"158,0,0",,"158,0,0"
,,
"159,0,0",,"159,0,0"
,,
"159,0,0",,"159,0,0"
,,
"159,0,0",,"159,0,0"
,,
"159,0,0",,"159,0,0"
,,
"159,0,0",,"159,0,0"
,,
"159,0,0",,"159,0,0"
,,
"159,0,0",,"159,0,0"
,,
"159,0,0",,"159,0,0"
,,
"159,0,0",,"159,0,0"
,,
"160,0,0",,"160,0,0"
,,
"160,0,0",,"160,0,0"
,,
"160,0,0",,"160,0,0"
,,
"160,0,0",,"160,0,0"
,,
"160,0,0",,"160,0,0"
,,
"160,0,0",,"160,0,0"
,,
"160,0,0",,"160,0,0"
,,
"160,0,0",,"160,0,0"
,,
"160,0,0",,"160,0,0"
,,
"161,0,0",,"161,0,0"
,,
"161,0,0",,"161,0,0"
,,
"161,0,0",,"161,0,0"
,,
"161,0,0",,"161,0,0"
,,
"161,0,0",,"161,0,0"
,,
"161,0,0",,"161,0,0"
,,
"161,0,0",,"161,0,0"
,,
"161,0,0",,"161,0,0"
,,
"161,0,0",,"161,0,0"
,,
"162,1,6",,"162,-1,0"
,,
"162,0,0",,"162,0,0"
,,
"162,0,0",,"162,0,0"
,,
"162,0,0",,"162,0,0"
,,
"162,0,0",,"162,0,0"
,,
"162,0,0",,"162,0,0"
,,
"162,0,0",,"162,0,0"
,,
"162,0,0",,"162,0,0"
,,
"162,0,0",,"162,0,0"
,,
"163,0,0",,"163,0,0"
,,
"163,0,0",,"163,0,0"
,,
"163,0,0",,"163,0,0"
,,
"163,0,0",,"163,0,0"
,,
